Trade_ID,Product_ID,Year_ID,TradeType_ID,Trade_Value,Share_Percentage,Growth_Rate,Absolute_Change,Trade_Balance,Created_At
11406,4331,1,2,95.56,0.0017,-7.8,-7.46,-88.21,01-04-2023 00:00
11407,4332,1,2,161.7,0.0029,17.69,28.61,-149.26,01-04-2023 00:00
11408,4333,1,2,392.88,0.007,64.87,254.84,-366.25,01-04-2023 00:00
11409,4334,1,2,247.13,0.0044,-11.81,-29.19,-212.03,01-04-2023 00:00
11410,4335,1,2,302.5,0.0054,4.8,14.53,-287.27,01-04-2023 00:00
11411,4336,1,2,800.29,0.0143,-24.38,-195.1,-758.29,01-04-2023 00:00
11412,4337,1,2,97.74,0.0017,-20.3,-19.84,-86.2,01-04-2023 00:00
11413,6279,1,2,97.74,0.0017,-20.3,-19.84,-86.2,01-04-2023 00:00
11414,4338,1,2,38.79,0.0007,-22.44,-8.71,-38.42,01-04-2023 00:00
11415,4339,1,2,134.42,0.0024,12.25,16.46,-128.61,01-04-2023 00:00
11416,4340,1,2,105.28,0.0019,10.86,11.43,-99,01-04-2023 00:00
11417,4341,1,2,152.53,0.0027,-25.91,-39.52,-143.2,01-04-2023 00:00
11418,4342,1,2,96.82,0.0017,17.91,17.34,-89.62,01-04-2023 00:00
11419,4343,1,2,70.39,0.0013,-2.75,-1.94,-65.68,01-04-2023 00:00
11420,4344,1,2,90.92,0.0016,-9.23,-8.4,-85.48,01-04-2023 00:00
11421,6280,1,2,90.92,0.0016,-9.23,-8.4,-85.48,01-04-2023 00:00
11422,4345,1,2,572.14,0.0102,16.74,95.79,-201.65,01-04-2023 00:00
11423,4346,1,2,358.66,0.0064,7.71,27.65,188.92,01-04-2023 00:00
11424,4347,1,2,162.1,0.0029,10.64,17.26,-54.55,01-04-2023 00:00
11425,4348,1,2,1225.05,0.0218,68.34,837.16,-598.38,01-04-2023 00:00
11426,4349,1,2,148.81,0.0026,12.9,19.19,-139,01-04-2023 00:00
11427,4350,1,2,109.36,0.0019,22.28,24.37,-76.42,01-04-2023 00:00
11428,4351,1,2,2201.77,0.0392,5.57,122.7,-1686.45,01-04-2023 00:00
11429,4352,1,2,811.73,0.0145,18.62,151.12,-670.2,01-04-2023 00:00
11430,4353,1,2,355.91,0.0063,7.06,25.14,-225.24,01-04-2023 00:00
11431,4354,1,2,119.28,0.0021,-0.31,-0.37,47.63,01-04-2023 00:00
11432,4355,1,2,414.99,0.0074,17.66,73.29,360,01-04-2023 00:00
11433,4356,1,2,151.41,0.0027,20.24,30.65,-146.78,01-04-2023 00:00
11434,4357,1,2,1123.84,0.02,12.74,143.14,-996.37,01-04-2023 00:00
11435,4358,1,2,291.96,0.0052,-5.54,-16.17,-206.33,01-04-2023 00:00
11436,4359,1,2,578.99,0.0103,16.64,96.36,-484.36,01-04-2023 00:00
11437,4360,1,2,136.13,0.0024,41.08,55.93,-131.36,01-04-2023 00:00
11438,4361,1,2,74.62,0.0013,13.1,9.78,-22.52,01-04-2023 00:00
11439,4362,1,2,628.95,0.0112,10.47,65.88,-191.15,01-04-2023 00:00
11440,4363,1,2,13.81,0.0002,22.63,3.12,-11.69,01-04-2023 00:00
11441,4364,1,2,124.88,0.0022,16.11,20.12,-72.52,01-04-2023 00:00
11442,4365,1,2,101.34,0.0018,7.24,7.34,-57.86,01-04-2023 00:00
11443,4366,1,2,104.4,0.0019,28.35,29.6,-2.56,01-04-2023 00:00
11444,4367,1,2,222.12,0.004,23.23,51.59,-197.44,01-04-2023 00:00
11445,6281,1,2,222.12,0.004,23.23,51.59,-197.44,01-04-2023 00:00
11446,4368,1,2,1.64,0,508.99,8.36,-1.54,01-04-2023 00:00
11447,6282,1,2,1.64,0,508.99,8.36,-1.54,01-04-2023 00:00
11448,4369,1,2,8.93,0.0002,126.95,11.34,-7.82,01-04-2023 00:00
11449,4370,1,2,16.02,0.0003,-35.2,-5.64,-15.74,01-04-2023 00:00
11450,4371,1,2,861.53,0.0153,-13.12,-113.04,138.05,01-04-2023 00:00
11451,4372,1,2,143.09,0.0025,-11.27,-16.13,-140.66,01-04-2023 00:00
11452,4373,1,2,45115.64,0.8033,14.75,6656.09,-43290.39,01-04-2023 00:00
11453,6283,1,2,45115.64,0.8033,14.75,6656.09,-43290.39,01-04-2023 00:00
11454,4374,1,2,1499,0.0267,-21.39,-320.6,-1419.65,01-04-2023 00:00
11455,6284,1,2,1499,0.0267,-21.39,-320.6,-1419.65,01-04-2023 00:00
11456,4375,1,2,1003.36,0.0179,31.74,318.44,-892.59,01-04-2023 00:00
11457,6285,1,2,1003.36,0.0179,31.74,318.44,-892.59,01-04-2023 00:00
11458,4376,1,2,19667.75,0.3502,54.35,10688.58,-18600.81,01-04-2023 00:00
11459,6286,1,2,19667.75,0.3502,54.35,10688.58,-18600.81,01-04-2023 00:00
11460,4377,1,2,2540.32,0.0452,15.19,385.86,-2358.4,01-04-2023 00:00
11461,6287,1,2,2540.32,0.0452,15.19,385.86,-2358.4,01-04-2023 00:00
11462,4378,1,2,6468.76,0.1152,14.51,938.39,-6077.56,01-04-2023 00:00
11463,4379,1,2,826.76,0.0147,9.34,77.18,-752.59,01-04-2023 00:00
11464,4380,1,2,432.11,0.0077,12.74,55.05,-337.17,01-04-2023 00:00
11465,4381,1,2,0.01,0,22931.75,1.51,0.02,01-04-2023 00:00
11466,4382,1,2,0.84,0,-14.72,-0.13,-0.84,01-04-2023 00:00
11467,6288,1,2,0.84,0,-14.72,-0.13,-0.84,01-04-2023 00:00
11468,4383,1,2,654.21,0.0116,-7.46,-48.8,1935.32,01-04-2023 00:00
11469,4384,1,2,39.62,0.0007,-8.26,-3.28,-39.15,01-04-2023 00:00
11470,6289,1,2,39.62,0.0007,-8.26,-3.28,-39.15,01-04-2023 00:00
11471,4385,1,2,227.98,0.0041,-38.09,-86.83,-178.01,01-04-2023 00:00
11472,4386,1,2,20083.73,0.3576,13.55,2721.21,-18519.15,01-04-2023 00:00
11473,4387,1,2,1659.38,0.0295,14.08,233.59,-1079.1,01-04-2023 00:00
11474,4388,1,2,256.74,0.0046,0.27,0.68,-193.77,01-04-2023 00:00
11475,6290,1,2,256.74,0.0046,0.27,0.68,-193.77,01-04-2023 00:00
11476,4389,1,2,499.94,0.0089,-0.01,-0.05,485.15,01-04-2023 00:00
11477,4390,1,2,562.49,0.01,34.24,192.62,429.21,01-04-2023 00:00
11478,4391,1,2,49.67,0.0009,15.08,7.49,266.19,01-04-2023 00:00
11479,4392,1,2,10.18,0.0002,-97.11,-9.89,272.78,01-04-2023 00:00
11480,4393,1,2,205.36,0.0037,-24.22,-49.73,-146.88,01-04-2023 00:00
11481,4394,1,2,1731.15,0.0308,-0.26,-4.54,-1566.46,01-04-2023 00:00
11482,4395,1,2,1624.41,0.0289,11.18,181.64,2374.43,01-04-2023 00:00
11483,4396,1,2,13.79,0.0002,25.53,3.52,-12.81,01-04-2023 00:00
11484,6291,1,2,13.79,0.0002,25.53,3.52,-12.81,01-04-2023 00:00
11485,4397,1,2,184.29,0.0033,-56.76,-104.61,-179.12,01-04-2023 00:00
11486,4398,1,2,649.08,0.0116,-18.46,-119.8,-436.94,01-04-2023 00:00
11487,4399,1,2,250.05,0.0045,55.05,137.64,543.36,01-04-2023 00:00
11488,4400,1,2,7.44,0.0001,149.05,11.1,27.4,01-04-2023 00:00
11489,6292,1,2,7.44,0.0001,149.05,11.1,27.4,01-04-2023 00:00
11490,4401,1,2,9.09,0.0002,16.17,1.47,-5.99,01-04-2023 00:00
11491,4402,1,2,2.27,0,-32.76,-0.74,-1.5,01-04-2023 00:00
11492,4403,1,2,32.31,0.0006,-23.35,-7.54,30.35,01-04-2023 00:00
11493,4404,1,2,31.23,0.0006,-28.61,-8.93,-9.22,01-04-2023 00:00
11494,4405,1,2,2476.07,0.0441,10.06,248.99,-2100.37,01-04-2023 00:00
11495,4406,1,2,1342.7,0.0239,30.95,415.6,-641.98,01-04-2023 00:00
11496,4407,1,2,646.33,0.0115,45.49,294.01,-225.54,01-04-2023 00:00
11497,4408,1,2,195.59,0.0035,2.46,4.82,-164.87,01-04-2023 00:00
11498,4409,1,2,377.85,0.0067,-33.34,-125.99,-87.88,01-04-2023 00:00
11499,6293,1,2,377.85,0.0067,-33.34,-125.99,-87.88,01-04-2023 00:00
11500,4410,1,2,492.71,0.0088,88.97,438.37,-447.26,01-04-2023 00:00
11501,4411,1,2,3880.56,0.0691,52.03,2018.99,-3399.26,01-04-2023 00:00
11502,4412,1,2,2239.7,0.0399,13.41,300.25,-1441.27,01-04-2023 00:00
11503,4413,1,2,175.14,0.0031,-34,-59.54,-32.89,01-04-2023 00:00
11504,4414,1,2,20.96,0.0004,-28.57,-5.99,-10.71,01-04-2023 00:00
11505,4415,1,2,373.21,0.0066,-36.33,-135.58,-240.42,01-04-2023 00:00
11506,4416,1,2,155.41,0.0028,-2.92,-4.54,587.87,01-04-2023 00:00
11507,4417,1,2,1026.32,0.0183,-67.43,-692,-977.37,01-04-2023 00:00
11508,6294,1,2,1026.32,0.0183,-67.43,-692,-977.37,01-04-2023 00:00
11509,4418,1,2,397.24,0.0071,58.41,232.02,-184.51,01-04-2023 00:00
11510,4419,1,2,1289.81,0.023,29.12,375.6,-1168.57,01-04-2023 00:00
11511,4420,1,2,37.57,0.0007,33.65,12.64,65.39,01-04-2023 00:00
11512,4421,1,2,35.78,0.0006,134.72,48.21,-9.64,01-04-2023 00:00
11513,4422,1,2,72.39,0.0013,-3.88,-2.8,-25.72,01-04-2023 00:00
11514,4423,1,2,642.27,0.0114,109.79,705.15,-503.78,01-04-2023 00:00
11515,4424,1,2,1618.41,0.0288,-0.68,-11.01,-1067.95,01-04-2023 00:00
11516,6295,1,2,1618.41,0.0288,-0.68,-11.01,-1067.95,01-04-2023 00:00
11517,4425,1,2,6.37,0.0001,-39.49,-2.51,-6.32,01-04-2023 00:00
11518,4426,1,2,13739.76,0.2447,21.8,2994.63,-9029.06,01-04-2023 00:00
11519,4427,1,2,5062.19,0.0901,6.26,317.09,-2536.92,01-04-2023 00:00
11520,4428,1,2,116.08,0.0021,-4.43,-5.14,-101.17,01-04-2023 00:00
11521,4429,1,2,70.06,0.0012,48.46,33.95,-48.54,01-04-2023 00:00
11522,4430,1,2,60.15,0.0011,-12,-7.22,-18.52,01-04-2023 00:00
11523,4431,1,2,149.06,0.0027,21.4,31.9,-134.18,01-04-2023 00:00
11524,4432,1,2,415.19,0.0074,27.05,112.29,-362.58,01-04-2023 00:00
11525,4433,1,2,53.57,0.001,37.57,20.12,-48.91,01-04-2023 00:00
11526,4434,1,2,967.05,0.0172,29.14,281.8,-815.22,01-04-2023 00:00
11527,4435,1,2,2964.62,0.0528,7.48,221.76,-2274.08,01-04-2023 00:00
11528,4436,1,2,2205.34,0.0393,11.62,256.23,-1667.4,01-04-2023 00:00
11529,4437,1,2,353.31,0.0063,10.12,35.77,382.21,01-04-2023 00:00
11530,4438,1,2,1781.23,0.0317,7.85,139.86,-799.86,01-04-2023 00:00
11531,4439,1,2,323.45,0.0058,15.42,49.86,7.74,01-04-2023 00:00
11532,4440,1,2,513.1,0.0091,-2.05,-10.49,-313.88,01-04-2023 00:00
11533,4441,1,2,10178.91,0.1812,16.35,1664.27,-909.87,01-04-2023 00:00
11534,4442,1,2,3605.02,0.0642,15.66,564.54,2854.23,01-04-2023 00:00
11535,4443,1,2,4318.2,0.0769,14.23,614.47,-3073.46,01-04-2023 00:00
11536,4444,1,2,1226.79,0.0218,19,233.07,854.98,01-04-2023 00:00
11537,6296,1,2,1226.79,0.0218,19,233.07,854.98,01-04-2023 00:00
11538,4445,1,2,1414.58,0.0252,8.41,119.03,-1201.85,01-04-2023 00:00
11539,4446,1,2,308.73,0.0055,17.94,55.39,-215.07,01-04-2023 00:00
11540,4447,1,2,780.89,0.0139,10.49,81.91,-183,01-04-2023 00:00
11541,4448,1,2,916.53,0.0163,1.03,9.4,-677.51,01-04-2023 00:00
11542,4449,1,2,589.56,0.0105,19.54,115.18,-286.86,01-04-2023 00:00
11543,4450,1,2,1481.39,0.0264,7.74,114.72,156.11,01-04-2023 00:00
11544,4451,1,2,2782.13,0.0495,4.4,122.34,1319.29,01-04-2023 00:00
11545,4452,1,2,610.2,0.0109,-3.31,-20.22,-525.47,01-04-2023 00:00
11546,4453,1,2,1618.86,0.0288,14.09,228.09,-359.18,01-04-2023 00:00
11547,6297,1,2,1618.86,0.0288,14.09,228.09,-359.18,01-04-2023 00:00
11548,4454,1,2,5284.27,0.0941,4.88,257.85,2579.52,01-04-2023 00:00
11549,6298,1,2,5284.27,0.0941,4.88,257.85,2579.52,01-04-2023 00:00
11550,4455,1,2,943.77,0.0168,-1.77,-16.68,61,01-04-2023 00:00
11551,4456,1,2,1180.99,0.021,5.72,67.53,-604.77,01-04-2023 00:00
11552,4457,1,2,2863.96,0.051,40.08,1147.89,-830.77,01-04-2023 00:00
11553,4458,1,2,412.7,0.0073,4.64,19.15,383.93,01-04-2023 00:00
11554,6299,1,2,412.7,0.0073,4.64,19.15,383.93,01-04-2023 00:00
11555,4459,1,2,676.17,0.012,1.09,7.39,-188.77,01-04-2023 00:00
11556,4460,1,2,334.48,0.006,6.24,20.87,-206.65,01-04-2023 00:00
11557,4461,1,2,99.16,0.0018,-39.72,-39.39,-97.46,01-04-2023 00:00
11558,4462,1,2,70.95,0.0013,48.74,34.59,-69.43,01-04-2023 00:00
11559,4463,1,2,0.24,0,53.14,0.13,-0.23,01-04-2023 00:00
11560,6300,1,2,0.24,0,53.14,0.13,-0.23,01-04-2023 00:00
11561,4464,1,2,16.57,0.0003,295.17,48.91,-16.38,01-04-2023 00:00
11562,4465,1,2,37.96,0.0007,17.89,6.79,-30.15,01-04-2023 00:00
11563,4466,1,2,61.47,0.0011,-4.51,-2.77,-58.24,01-04-2023 00:00
11564,4467,1,2,5315.27,0.0946,5.36,285.01,-5297.65,01-04-2023 00:00
11565,6301,1,2,5315.27,0.0946,5.36,285.01,-5297.65,01-04-2023 00:00
11566,4468,1,2,116.85,0.0021,-65.07,-76.04,-113.96,01-04-2023 00:00
11567,4469,1,2,1987.1,0.0354,50.62,1005.94,-1980.72,01-04-2023 00:00
11568,4470,1,2,195.02,0.0035,66.86,130.38,-47.08,01-04-2023 00:00
11569,4471,1,2,20.89,0.0004,453.43,94.74,6.46,01-04-2023 00:00
11570,4472,1,2,708.72,0.0126,0.15,1.05,815.3,01-04-2023 00:00
11571,4473,1,2,2787.28,0.0496,21.77,606.83,-1494.93,01-04-2023 00:00
11572,4474,1,2,374.7,0.0067,8.96,33.57,-294.06,01-04-2023 00:00
11573,4475,1,2,2343.14,0.0417,18.4,431.19,-1989.63,01-04-2023 00:00
11574,6302,1,2,2343.14,0.0417,18.4,431.19,-1989.63,01-04-2023 00:00
11575,4476,1,2,302.24,0.0054,24.92,75.3,-23.62,01-04-2023 00:00
11576,6303,1,2,302.24,0.0054,24.92,75.3,-23.62,01-04-2023 00:00
11577,4477,1,2,101.23,0.0018,181.35,183.57,52.55,01-04-2023 00:00
11578,6304,1,2,101.23,0.0018,181.35,183.57,52.55,01-04-2023 00:00
11579,4478,1,2,68.99,0.0012,-29.44,-20.31,27.14,01-04-2023 00:00
11580,4479,1,2,1105.33,0.0197,15.63,172.81,-668.54,01-04-2023 00:00
11581,4480,1,2,550.21,0.0098,5.88,32.34,-423.26,01-04-2023 00:00
11582,6305,1,2,550.21,0.0098,5.88,32.34,-423.26,01-04-2023 00:00
11583,4481,1,2,1582.22,0.0282,5.05,79.92,-836.29,01-04-2023 00:00
11584,4482,1,2,979.79,0.0174,34.94,342.3,-66.19,01-04-2023 00:00
11585,4483,1,2,174.16,0.0031,2.82,4.91,115.77,01-04-2023 00:00
11586,4484,1,2,120.9,0.0022,18.16,21.96,278.85,01-04-2023 00:00
11587,6306,1,2,120.9,0.0022,18.16,21.96,278.85,01-04-2023 00:00
11588,4485,1,2,21.17,0.0004,43.78,9.27,161.76,01-04-2023 00:00
11589,6307,1,2,21.17,0.0004,43.78,9.27,161.76,01-04-2023 00:00
11590,4486,1,2,437.48,0.0078,-26.9,-117.69,483.49,01-04-2023 00:00
11591,4487,1,2,2.34,0,-3.77,-0.08,3.39,01-04-2023 00:00
11592,4488,1,2,100.8,0.0018,112.13,113.02,-100.8,01-04-2023 00:00
11593,4489,1,2,1.5,0,359.98,5.4,-1.25,01-04-2023 00:00
11594,4490,1,2,48.3,0.0009,-59.14,-28.57,703.12,01-04-2023 00:00
11595,6308,1,2,48.3,0.0009,-59.14,-28.57,703.12,01-04-2023 00:00
11596,4491,1,2,22.22,0.0004,66.73,14.82,846.41,01-04-2023 00:00
11597,6309,1,2,22.22,0.0004,66.73,14.82,846.41,01-04-2023 00:00
11598,4492,1,2,502.37,0.0089,36.43,183.02,1625.19,01-04-2023 00:00
11599,6310,1,2,502.37,0.0089,36.43,183.02,1625.19,01-04-2023 00:00
11600,4493,1,2,150.29,0.0027,-11.22,-16.86,430.32,01-04-2023 00:00
11601,6311,1,2,150.29,0.0027,-11.22,-16.86,430.32,01-04-2023 00:00
11602,4494,1,2,92.16,0.0016,-8.26,-7.62,1605.14,01-04-2023 00:00
11603,4495,1,2,236.57,0.0042,-29.68,-70.21,-137.28,01-04-2023 00:00
11604,4496,1,2,48.12,0.0009,229.04,110.2,-46.77,01-04-2023 00:00
11605,4497,1,2,5518.94,0.0983,16.52,911.8,4911.85,01-04-2023 00:00
11606,6312,1,2,5518.94,0.0983,16.52,911.8,4911.85,01-04-2023 00:00
11607,4498,1,2,109.34,0.0019,44.28,48.42,93.61,01-04-2023 00:00
11608,4499,1,2,62.54,0.0011,42.34,26.47,1879.23,01-04-2023 00:00
11609,6313,1,2,62.54,0.0011,42.34,26.47,1879.23,01-04-2023 00:00
11610,4500,1,2,460.85,0.0082,-5.72,-26.37,556.33,01-04-2023 00:00
11611,6314,1,2,460.85,0.0082,-5.72,-26.37,556.33,01-04-2023 00:00
11612,4501,1,2,71.04,0.0013,525.37,373.24,1018.86,01-04-2023 00:00
11613,6315,1,2,71.04,0.0013,525.37,373.24,1018.86,01-04-2023 00:00
11614,4502,1,2,1283.88,0.0229,7.87,100.98,-85.96,01-04-2023 00:00
11615,4503,1,2,169.44,0.003,22.82,38.67,-78.56,01-04-2023 00:00
11616,6316,1,2,169.44,0.003,22.82,38.67,-78.56,01-04-2023 00:00
11617,4504,1,2,260.87,0.0046,14.54,37.93,509.54,01-04-2023 00:00
11618,6317,1,2,260.87,0.0046,14.54,37.93,509.54,01-04-2023 00:00
11619,4505,1,2,183.59,0.0033,55.7,102.26,84.91,01-04-2023 00:00
11620,4506,1,2,14903.67,0.2654,7.93,1182.53,-1692.28,01-04-2023 00:00
11621,4507,1,2,3720.91,0.0663,14.67,545.96,-3334.8,01-04-2023 00:00
11622,4508,1,2,5336.66,0.095,36.13,1928.4,-1540.5,01-04-2023 00:00
11623,4509,1,2,1659.13,0.0295,5.13,85.17,-1489.46,01-04-2023 00:00
11624,6318,1,2,1659.13,0.0295,5.13,85.17,-1489.46,01-04-2023 00:00
11625,4510,1,2,580.41,0.0103,23.29,135.18,-556.32,01-04-2023 00:00
11626,6319,1,2,580.41,0.0103,23.29,135.18,-556.32,01-04-2023 00:00
11627,4511,1,2,139.42,0.0025,12.43,17.33,-84.32,01-04-2023 00:00
11628,4512,1,2,660.31,0.0118,12.94,85.46,-486.75,01-04-2023 00:00
11629,4513,1,2,218.11,0.0039,18.05,39.36,-193.78,01-04-2023 00:00
11630,6320,1,2,218.11,0.0039,18.05,39.36,-193.78,01-04-2023 00:00
11631,4514,1,2,0,0,0,0.03,0.03,01-04-2023 00:00
11632,6321,1,2,0,0,0,0.03,0.03,01-04-2023 00:00
11633,4515,1,2,15.12,0.0003,-15.97,-2.41,-14.35,01-04-2023 00:00
11634,6322,1,2,15.12,0.0003,-15.97,-2.41,-14.35,01-04-2023 00:00
11635,4516,1,2,276.55,0.0049,9.21,25.46,-226.55,01-04-2023 00:00
11636,4517,1,2,14.58,0.0003,58.36,8.51,-14.56,01-04-2023 00:00
11637,4518,1,2,161.98,0.0029,10.59,17.15,-96.71,01-04-2023 00:00
11638,4519,1,2,40.1,0.0007,-17.6,-7.06,-28.11,01-04-2023 00:00
11639,4520,1,2,708.01,0.0126,-15.12,-107.04,1362.71,01-04-2023 00:00
11640,4521,1,2,1024.98,0.0183,26.58,272.41,1976.23,01-04-2023 00:00
11641,4522,1,2,36.11,0.0006,18.31,6.62,203.55,01-04-2023 00:00
11642,4523,1,2,54.87,0.001,695.69,381.75,-52.46,01-04-2023 00:00
11643,4524,1,2,24345.94,0.4335,4.57,1112.67,-23207.38,01-04-2023 00:00
11644,4525,1,2,822.41,0.0146,-48.26,-396.93,-728.28,01-04-2023 00:00
11645,4526,1,2,3329.04,0.0593,-1.27,-42.23,-3126.76,01-04-2023 00:00
11646,4527,1,2,280.36,0.005,123.76,346.98,-227.32,01-04-2023 00:00
11647,6323,1,2,280.36,0.005,123.76,346.98,-227.32,01-04-2023 00:00
11648,4528,1,2,62.02,0.0011,100.45,62.31,-60.08,01-04-2023 00:00
11649,4529,1,2,334.03,0.0059,36.26,121.13,-332.22,01-04-2023 00:00
11650,4530,1,2,26.06,0.0005,89.57,23.34,-17.64,01-04-2023 00:00
11651,4531,1,2,201.78,0.0036,28.21,56.92,191.82,01-04-2023 00:00
11652,4532,1,2,116.89,0.0021,95.73,111.89,-106.3,01-04-2023 00:00
11653,4533,1,2,48.13,0.0009,70.9,34.13,105.79,01-04-2023 00:00
11654,4534,1,2,63.47,0.0011,118.3,75.09,-53.12,01-04-2023 00:00
11655,4535,1,2,390.81,0.007,15.7,61.38,-389.73,01-04-2023 00:00
11656,4536,1,2,112.54,0.002,58.32,65.63,-107.18,01-04-2023 00:00
11657,4537,1,2,25.62,0.0005,53.03,13.59,-11.37,01-04-2023 00:00
11658,4538,1,2,274,0.0049,25.74,70.53,46.31,01-04-2023 00:00
11659,4539,1,2,26.12,0.0005,-3.25,-0.85,128.02,01-04-2023 00:00
11660,4540,1,2,310.93,0.0055,1.33,4.13,-149.87,01-04-2023 00:00
11661,4541,1,2,571.94,0.0102,-1.06,-6.09,869.34,01-04-2023 00:00
11662,4542,1,2,960.73,0.0171,-3.61,-34.71,-472.03,01-04-2023 00:00
11663,4543,1,2,79.65,0.0014,11.61,9.24,59.56,01-04-2023 00:00
11664,4544,1,2,742.26,0.0132,14.07,104.45,-176.91,01-04-2023 00:00
11665,4545,1,2,6.65,0.0001,-5.2,-0.35,-5.74,01-04-2023 00:00
11666,4546,1,2,2097.08,0.0373,-5.44,-114.02,-800.42,01-04-2023 00:00
11667,4547,1,2,206.24,0.0037,-27.89,-57.52,-4.16,01-04-2023 00:00
11668,4548,1,2,118.25,0.0021,-17.52,-20.71,-64.78,01-04-2023 00:00
11669,4549,1,2,1732.83,0.0309,15.92,275.9,-1511.92,01-04-2023 00:00
11670,4550,1,2,240.49,0.0043,-4.45,-10.7,-227.33,01-04-2023 00:00
11671,4551,1,2,32.03,0.0006,11.18,3.58,-29.95,01-04-2023 00:00
11672,6324,1,2,0.16,0,0,-0.16,,01-04-2023 00:00
11673,4552,1,2,21.78,0.0004,25.12,5.47,-12.27,01-04-2023 00:00
11674,4553,1,2,308.42,0.0055,104.2,321.38,-272.73,01-04-2023 00:00
11675,4554,1,2,104.78,0.0019,44.77,46.91,459.88,01-04-2023 00:00
11676,6325,1,2,2.85,0.0001,-33.07,-0.94,,01-04-2023 00:00
11677,4555,1,2,28.38,0.0005,-92.16,-26.15,-26.74,01-04-2023 00:00
11678,4556,1,2,5.15,0.0001,-88.93,-4.58,-5.12,01-04-2023 00:00
11679,4557,1,2,315.12,0.0056,18.14,57.18,-260.57,01-04-2023 00:00
11680,4558,1,2,202.53,0.0036,92.95,188.25,-123.03,01-04-2023 00:00
11681,6326,1,2,202.53,0.0036,92.95,188.25,-123.03,01-04-2023 00:00
11682,4559,1,2,465.88,0.0083,-7.35,-34.26,26.88,01-04-2023 00:00
11683,4560,1,2,16.2,0.0003,35.85,5.81,-15.08,01-04-2023 00:00
11684,4561,1,2,216.18,0.0038,-6.3,-13.61,-201.57,01-04-2023 00:00
11685,4562,1,2,749.84,0.0134,-1.43,-10.72,-708.24,01-04-2023 00:00
11686,6327,1,2,749.84,0.0134,-1.43,-10.72,-708.24,01-04-2023 00:00
11687,4563,1,2,103.69,0.0018,-11.7,-12.13,-96.37,01-04-2023 00:00
11688,4564,1,2,348.71,0.0062,24.46,85.3,-289.92,01-04-2023 00:00
11689,6328,1,2,348.71,0.0062,24.46,85.3,-289.92,01-04-2023 00:00
11690,4565,1,2,490.69,0.0087,28.56,140.16,-402.6,01-04-2023 00:00
11691,4566,1,2,1018.24,0.0181,-15.48,-157.58,-862.11,01-04-2023 00:00
11692,4567,1,2,779.92,0.0139,9.02,70.38,-497.62,01-04-2023 00:00
11693,4568,1,2,211.93,0.0038,-8.03,-17.02,-137.31,01-04-2023 00:00
11694,6329,1,2,211.93,0.0038,-8.03,-17.02,-137.31,01-04-2023 00:00
11695,4569,1,2,0.2,0,299.09,0.6,0.22,01-04-2023 00:00
11696,4570,1,2,131.46,0.0023,15.15,19.92,-51.13,01-04-2023 00:00
11697,6330,1,2,131.46,0.0023,15.15,19.92,-51.13,01-04-2023 00:00
11698,4571,1,2,135.96,0.0024,110.62,150.39,-113.49,01-04-2023 00:00
11699,4572,1,2,386.66,0.0069,135.83,525.2,-188.72,01-04-2023 00:00
11700,4573,1,2,34.46,0.0006,-11.32,-3.9,-27.89,01-04-2023 00:00
11701,4574,1,2,55.33,0.001,12.03,6.66,-43.02,01-04-2023 00:00
11702,4575,1,2,465.4,0.0083,30.77,143.18,-455.76,01-04-2023 00:00
11703,4576,1,2,532.73,0.0095,7.85,41.82,-443.35,01-04-2023 00:00
11704,6331,1,2,532.73,0.0095,7.85,41.82,-443.35,01-04-2023 00:00
11705,4577,1,2,106.79,0.0019,28.46,30.4,-102.16,01-04-2023 00:00
11706,4578,1,2,64.15,0.0011,-6.84,-4.39,-62.75,01-04-2023 00:00
11707,4579,1,2,472.09,0.0084,21.15,99.86,-286.2,01-04-2023 00:00
11708,4580,1,2,349.48,0.0062,51.98,181.66,-8.6,01-04-2023 00:00
11709,4581,1,2,1065.2,0.019,-3.37,-35.92,-924.5,01-04-2023 00:00
11710,4582,1,2,101.94,0.0018,-48.77,-49.72,-41.24,01-04-2023 00:00
11711,4583,1,2,8.8,0.0002,-76.73,-6.75,-8.8,01-04-2023 00:00
11712,4584,1,2,7665.56,0.1365,-51.6,-3955.79,121316.88,01-04-2023 00:00
11713,4585,1,2,53.65,0.001,-10.72,-5.75,37.7,01-04-2023 00:00
11714,4586,1,2,115.8,0.0021,18.12,20.98,-45.06,01-04-2023 00:00
11715,4587,1,2,40.22,0.0007,-19.27,-7.75,-25.48,01-04-2023 00:00
11716,4588,1,2,32317.61,0.5755,-7.56,-2444.51,-24923.36,01-04-2023 00:00
11717,6332,1,2,32317.61,0.5755,-7.56,-2444.51,-24923.36,01-04-2023 00:00
11718,4589,1,2,2125.86,0.0379,3.22,68.45,-1736.31,01-04-2023 00:00
11719,4590,1,2,2509.11,0.0447,-40.14,-1007.05,-1966.68,01-04-2023 00:00
11720,6333,1,2,2509.11,0.0447,-40.14,-1007.05,-1966.68,01-04-2023 00:00
11721,4591,1,2,91017.76,1.6207,41.55,37819.21,-87765.54,01-04-2023 00:00
11722,4592,1,2,879.7,0.0157,1.98,17.42,-849.59,01-04-2023 00:00
11723,4593,1,2,1046.32,0.0186,3.99,41.76,-1008.8,01-04-2023 00:00
11724,4594,1,2,2040.82,0.0363,10.09,205.99,-1982.38,01-04-2023 00:00
