HSCode,Commodity,HS2,Product_ID,Industry_Category,Product_Type,Created_At
610831,NIGHTDRESSES AND PYJAMAS OF COTTON,61,2919,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:03:10
610832,NIGHTDRESSES AND PYJAMAS OF MAN-MADE FIBRES,61,2920,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:03:15
610839,NIGHTDRESSES AND PYJAMAS OF OTHR TXTL MATRLS,61,2921,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:03:20
610891,"NEGLIGES,BATHROBES ETC OF COTTON",61,2922,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:03:25
610892,"NEGLIGES,BATHROBES ETC OF MAN-MADE FIBRES",61,2923,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:03:30
610899,NEGLIGES BATHROBES ETC OF OTHR TXTL MATRLS,61,2924,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:03:35
610910,T-SHIRTS ETC OF COTTON,61,2925,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:03:40
610990,T-SHIRT ETC OF OTHER TEXTILE MATERIALS,61,2926,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:03:45
611011,"JERSEYS, PULLOVERS, CARDIGANS ETC OF WOOL",61,2927,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:03:50
611012,JERSEYS ETC OF KASHMIRI GOATS,61,2928,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:03:55
611019,OTHER WHICHEVER IS HIGHER,61,2929,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:00
611020,JERSEYS ETC OF COTTON,61,2930,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:05
611030,JERSEYS ETC OF MAN-MADE FIBRES,61,2931,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:10
611090,JERSEY ETC OF OTHER TXTL MATRLS,61,2932,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:15
611120,BABIES GARMENTS ETC OF COTTON,61,2933,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:20
611130,BABIES GARMENTS ETC OF SYNTHIC FBRS,61,2934,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:25
611190,BABIES GRMNTS ETC OF OTHR TXTL MATRLS,61,2935,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:30
611211,TRACK SUITS OF COTTON,61,2936,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:35
611212,TRACK SUITS OF SYNTHETIC FIBRES,61,2937,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:40
611219,TRACK SUITS OF OTHR TXTL MATRLS,61,2938,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:45
611220,SKI SUITS,61,2939,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:50
611231,MENS/BOYS SWIMWEAR OF SYNTHTC FBRS,61,2940,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:04:55
611239,MENS/BOYS SWIMWEAR OF OTHR TXTL MATRLS,61,2941,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:00
611241,WOMENS/GIRLS SWIMWEAR OF SYNTHTC FBRS,61,2942,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:05
611249,WOMENS/GIRLS SWMWEAR OF OTHR TXTL MATRLS,61,2943,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:10
611300,"GRMNTS,MADE UP OF KNTTD/CRCHTD FABRICS    OF HDNG NO. 5903 5906 OR 5907",61,2944,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:15
611420,OTHER GARMENTS OF COTTON,61,2945,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:20
611430,OTHER GARMENTS OF MAN-MADE FIBRES,61,2946,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:25
611490,OTHR GRMNTS OF OTHR TEXTILE MATERIALS,61,2947,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:30
611510,"GRADUATED COMPRESSION HOSIERY FOR EXAMPLE, (STOCKINGS FOR VARICOSE VEINS)",61,2948,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:35
611521,"OF SYNTHETIC FIBRES, MEASURING PER SINGLE YARN LESS THAN 67 DECITEX",61,2949,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:40
611522,"OF SYNTHETIC FIBRES, MEASURING PER SINGLE YARN  67 DECITEX OR MORE",61,2950,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:45
611529,OF OTHER TEXTILE MATERIALS:,61,2951,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:50
611530,"OTHER WOMENS FULL-LENGTH OR KNEE-LENGTH  HOSIERY, MEASURING PER SINGLE YARN LESS   THAN 67 DECITEX",61,2952,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:05:55
611594,OF WOOL OR FINE ANIMAL HAIR,61,2953,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:00
611595,OF COTTON,61,2954,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:05
611596,OF SYNTHETIC FIBRES,61,2955,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:10
611599,OTHER HOSIERY OF OTHER TEXTILE MATERIALS,61,2956,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:15
611610,"IMPREGNATED, COATED,COVERED OR LAMINATED WITH PLASTICS OR RUBBER",61,2957,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:20
611691,"OTHER GLOVES,MITTENS AND MITTS OF WOOL    OR FINE ANIMAL HAIR",61,2958,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:25
611692,OTHER GLOVES ETC OF COTTON,61,2959,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:30
611693,OTHER GLOVES ETC OF SYNTHETIC FIBRES,61,2960,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:35
611699,OTHR GLOVES ETC OF OTHER TEXTILE MATERIALS,61,2961,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:40
611710,"SHWL,SCRV,MUFLR,MANTLAS,VEILS AND THE LIKE",61,2962,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:45
611780,"OTHER CLOTHNG ACCESSORIES,KNITD/CRCHTD",61,2963,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:50
611790,"PARTS OF GARMENTS,KNITD/CRCHTD",61,2964,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:06:55
620120,OF WOOL/FINE ANIMAL HAIR,62,2965,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:00
620130,OF COTTON,62,2966,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:05
620140,OF MAN-MADE FIBRES,62,2967,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:10
620190,OF OTHER TXTL MTRLS,62,2968,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:15
620220,OF WOOL/FINE ANIMAL HAIR,62,2969,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:20
620230,OF COTTON,62,2970,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:25
620240,OF MAN MADE FIBRES,62,2971,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:30
620290,OF OTHER TEXTILE MATERIALS,62,2972,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:35
620311,SUITS OF WOOL OR FINE ANIMAL HAIR,62,2973,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:40
620312,SUITS OF SYNTHETIC FIBRES,62,2974,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:45
620319,SUITS OF OTHER TEXTILE MATERIALS,62,2975,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:50
620322,ENSEMBLES OF COTTON,62,2976,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:07:55
620323,ENSEMBLES OF SYNTHETIC FIBRES,62,2977,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:00
620329,ENSEMBLES OF OTHER TEXTILE MATERIALS,62,2978,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:05
620331,JAKETS AND BLAZRS OF WOOL/FINE ANML HAIR,62,2979,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:10
620332,JACKETS AND BLAZERS OF COTTON,62,2980,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:15
620333,JACKTS AND BLAZERS OF SYNTHETIC FIBRES,62,2981,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:20
620339,JACKETS AND BLAZERS OF OTHER TEXTILE MATRLS,62,2982,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:25
620341,"TROUSERS,BIB AND BRACE OVERALLS BREECHES AND  SHORTS OF WOOL/FINE ANML HAIR,MENS/BOYS",62,2983,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:30
620342,TROUSERS BIB AND BRACE OVERALLS BREECHES AND  SHORTS OF COTTON FOR MENS AND BOYS,62,2984,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:35
620343,"TROUSERS,BIB AND BRACE,OVERALLS,BREECHES AND  SHORTS OF SYNTHETIC FIBRS,MENS OR BOYS",62,2985,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:40
620349,"TROUSERS BIB AND BRACE OVERALLS,BREECHES AND  SHORTS OF OTHER TXTL MATERIALS-MENS/BOYS",62,2986,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:45
620411,SUITS OF WOOL OR FINE ANIMAL HAIR,62,2987,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:50
620412,SUITS OF COTTON,62,2988,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:08:55
620413,SUITS OF SYNTHETIC FIBRES,62,2989,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:00
620419,SUITS OF OTHER TIXTILE MATERIALS,62,2990,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:05
620421,ENSEMBLES OF WOOL OR FINE ANIMAL HAIR,62,2991,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:10
620422,ENSEMBLES OF COTTON,62,2992,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:15
620423,ENSEMBLES OF SYNTHETIC FIBRES,62,2993,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:20
620429,ENSEMBLES OF OTHER TEXTILE MATERIALS,62,2994,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:25
620431,JACKETS OF WOOL OR FINE ANIMAL HAIR,62,2995,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:30
620432,JACKETS OF COTTON,62,2996,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:35
620433,JACKETS OF SYNTHETIC FIBRES,62,2997,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:40
620439,JACKETS OF OTHER TEXTILE MATERIALS,62,2998,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:45
620441,DRESSES OF WOOL OR FINE ANIMAL HAIR,62,2999,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:50
620442,DRESSES OF COTTON,62,3000,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:09:55
620443,DRESSES OF SYNTHETIC FIBRES,62,3001,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:00
620444,DRESSES OF ARTIFICIAL FIBRES,62,3002,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:05
620449,DRESSES OF OTHER TEXTILE MATERIALS,62,3003,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:10
620451,SKRTS AND DVDED SKRTS OF WOOL/FINE ANML HAIR,62,3004,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:15
620452,SKIRTS AND DIVIDED SKIRTS OF COTTON,62,3005,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:20
620453,SKIRTS AND DIVIDED SKIRTS OF SYNTHETIC FIBRS,62,3006,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:25
620459,SKRTS AND DVDED SKRTS OF OTHER TXTL MATRALS,62,3007,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:30
620461,"TROUSERS,BIB AND BRACE OVERALLS,BREECHES  AND SHORTS OF WOOL OR FINE ANIMAL HAIR",62,3008,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:35
620462,"TROUSERS,BIB AND BRACE OVERALLS,          BREECHES AND SHORTS OF COTTON",62,3009,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:40
620463,"TROUSERS,BIB AND BRACE OVERALLS,          BREECHES AND SHORTS OF SYNTHETIC FIBRES",62,3010,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:45
620469,"TROUSERS,BIB AND BRACE  OVERALLS,BREECHES AND SHORTS OF OTHER TEXTILE MATERIALS",62,3011,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:50
620520,MENS OR BOYS SHIRTS OF COTTON,62,3012,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:10:55
620530,MENS OR BOYS SHIRTS OF MAN-MADE FIBRES,62,3013,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:00
620590,SHIRTS OF OTHER TEXTILE MATERIALS,62,3014,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:05
620610,OF SILK OR SILK WASTE,62,3015,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:10
620620,"WOMENS OR GIRLS BLOUSES,SHIRTS AND SHIRT  BLOUSES OF WOOL/FINE ANIMAL HAIR",62,3016,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:15
620630,"BLOUSES,SHIRTS AND SHIRTS-BLOUSES OF COTTON",62,3017,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:20
620640,"BLOUSES,SHIRTS ETC OF MAN-MADE FIBRES",62,3018,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:25
620690,"BLOUSES,SHIRTS ETC OF OTHR TXTL MATERIALS",62,3019,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:30
620711,UNDERPANTS AND BRIEFS OF COTTON,62,3020,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:35
620719,UNDRPNT AND BRIEFS OF OTHR TXTL MATERIALS,62,3021,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:40
620721,NIGHTSHIRTS AND PYJAMAS OF COTTON,62,3022,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:45
620722,NIGHTSHRTS AND PYJMS OF MAN-MADE FIBRES,62,3023,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:50
620729,NIGHTSHRTS AND PYJMS OF OTHR TXTL MATRLS,62,3024,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:11:55
620791,OTHR SMLR GRMNTS OF COTN FOR MENS/BOYS,62,3025,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:00
620799,OTHER SMLR GARMENTS OF OTHER TXTL MATRLS,62,3026,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:05
620811,SLIPS AND PETTICOATS OF MAN-MADE FIBRES,62,3027,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:10
620819,SLIPS AND PETTICOATS OF OTHR TXTL MATRLS,62,3028,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:15
620821,NIGHTDRESSES AND PYJAMAS OF COTTON,62,3029,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:20
620822,NIGHTDRESSES AND PYJAMAS OF MAN-MADE FIBRES,62,3030,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:25
620829,NIGHTDRESSES AND PYJAMAS OF OTHR TXTL MATRLS,62,3031,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:30
620891,OTHER SMLR GARMENTS OF COTTON,62,3032,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:35
620892,OTHER SMLR GARMENTS OF MAN-MADE FIBRES,62,3033,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:40
620899,OTHER GARMENTS OF OTHER TEXTILE MATERIALS,62,3034,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:45
620920,BABIES  GRMNTS AND CLOTHNG ACCSSRS OF COTTON,62,3035,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:50
620930,BABIES GRMNTS AND CLOTHNG ACCESS OF SYN FIBR,62,3036,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:12:55
620990,BABIES GARMENTS AND CLOTHING ACCESSORIES  OF OTHER TEXTILE MATERIALS,62,3037,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:00
621010,"GARMENTS,MADE UP OF FABRICS OF HEADING NO.5602 OR 5603",62,3038,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:05
621020,"OTHER GARMENTS, OF THE TYPE DESCRIBED IN HEADING 6201",62,3039,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:10
621030,"OTHER GARMENTS, OF THE TYPE DESCRIBED IN HEADING 6202",62,3040,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:15
621040,OTHER MENS OR BOYS GARMENTS :,62,3041,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:20
621050,OTHER WOMENS OR GIRLS GARMENTS,62,3042,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:25
621111,SWIMWEAR FOR MENS OR BOYS,62,3043,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:30
621112,SWIMWEAR FOR WOMENS OR GIRLS,62,3044,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:35
621120,SKI SUITS,62,3045,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:40
621132,OTHR GRMNTS OF CTN FOR MENS OR BOYS,62,3046,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:45
621133,OTHR GRMNTS OF MAN-MDE FBRS FR MENS/BOYS,62,3047,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:50
621139,OTHR GRMNTS OF OTHR TXTL MTRLS FR MNS/BOYS,62,3048,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:13:55
621142,OTHR GRMNTS OF COTTON FR WOMENS OR GIRLS,62,3049,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:00
621143,OTHER GARMENTS OF MAN-MADE FIBRES,62,3050,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:05
621149,OTHER GARMENTS OF OTHER TEXTILE MATERIALS,62,3051,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:10
621210,BRASSIERES,62,3052,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:15
621220,GIRDLES AND PANTY-GIRDLES,62,3053,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:20
621230,CORSELETTES,62,3054,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:25
621290,OTHR ARTCLSANDPRTS OF HD6212 W/N KNTD/CRCHTD,62,3055,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:30
621320,HANDKERCHIEFS OF COTTON,62,3056,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:35
621390,"Handkerchiefs, of other textile materials :",62,3057,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:40
621410,"SHWLS,SCRVS,MUFFLERS ETC OF SLK/SLK WSTE",62,3058,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:45
621420,"SHWLS,SCARVES ETC OF WOOL/FINE ANML HAIR",62,3059,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:50
621430,"SHWLS,SCRVS,MUFFLERS ETC OF SYNTHTC FBRS",62,3060,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:14:55
621440,"SHWLS SCRVS,MUFFLRS ETC OF ARTIFICIAL FBRS",62,3061,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:00
621490,"SHWLS,SCRVS ETC OF OTHER TXTL MATERIALS",62,3062,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:05
621510,"TIES,BOW TIES AND CRAVATS OF SILK/SILK WASTE",62,3063,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:10
621520,"TIES,BOW TIES AND CRAVATS OF MAN-MADE FIBRES",62,3064,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:15
621590,"TIES,BOW TIES ETC OF OTHER TXTL MATERIALS",62,3065,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:20
621600,"GLOVES,MITTENS AND MITTS",62,3066,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:25
621710,ACCESSORIES FOR ARTCLS OF APPAREL,62,3067,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:30
621790,PARTS OF GARMENTS/OF CLOTHNG ACCESSORIES,62,3068,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:35
630110,ELECTRIC BLANKETS,63,3069,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:40
630120,"BLANKETS(OTHER THAN ELECTRIC BLANKETS)AND   TRVLNG RUGS,OF WOOL OR OF FINE ANIMAL HAIR",63,3070,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:45
630130,"BLANKETS(OTHER THAN ELECTRIC BLANKETS)    AND TRAVELLING RUGS,OF COTTON",63,3071,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:50
630140,"BLANKETS(OTHER THAN ELECTRIC BLANKETS)    AND TRAVELLING RUGS,OF SYNTHETIC FIBRES",63,3072,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:15:55
630190,OTHER BLANKETS AND TRAVELLING RUGS :,63,3073,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:00
630210,"BED LINEN,KNITTED OR CROCHETED",63,3074,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:05
630221,"OTHER BED LINEN OF COTTON,PRNTD",63,3075,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:10
630222,PRINTED BED LINEN OF MAN-MADE FIBRES,63,3076,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:15
630229,PRINTED BED LINEN OF OTHR TXTL MATRLS,63,3077,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:20
630231,OTHER BED LINEN OF COTTON,63,3078,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:25
630232,OTHR BED LINEN OF MAN-MADE FIBRES,63,3079,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:30
630239,OTHR BED LINEN OF OTHR TEXTILE MATERIALS,63,3080,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:35
630240,"TABLE LINEN,KNITTED OR CROCHETED",63,3081,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:40
630251,OTHER TABLE LINEN OF COTTON,63,3082,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:45
630253,OTHER TABLE LINEN OF MAN-MADE FIBRES,63,3083,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:50
630259,OTHR TABLE LINEN OF OTHER TEXTILE MATERIAL,63,3084,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:16:55
630260,"TOILET LINEN AND KITCHEN LINEN,OF TERRY   TOWELLING/SIMILAR TERRY FABRICS,OF COTN",63,3085,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:00
630291,OTHER LINEN OF COTTON,63,3086,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:05
630293,OTHER LINEN OF MAN MADE FIBRES,63,3087,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:10
630299,OTHER LINEN OF OTHER TEXTILE MATERIALS,63,3088,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:15
630312,CURTAN ETC HND KNTD/CRCHTD OF SYNTH FIBRE,63,3089,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:20
630319,CURTANETC HND KNTD/CRCHTD OF OTHR TXTL MTL,63,3090,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:25
630391,OTHER CURTAIN ETC OF COTTON,63,3091,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:30
630392,OTHER CURTAINS ETC OF SYNTHETIC FIBRES,63,3092,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:35
630399,OTHER CURTAINS OF OTHR TXTL MATERIALS,63,3093,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:40
630411,"BEDSPREADS,KNITTED OR CROCHETED",63,3094,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:45
630419,OTHER BEDSPREADS,63,3095,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:50
630420,"BED NETS, OF WARP KNIT FABRICS SPECIFIED IN SUB-HEADING NOTE 1 TO THIS CHAPTER",63,3096,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:17:55
630491,"OTHER FURNISHING ARTICLS,KNTD/CROCHETED",63,3097,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:00
630492,"OTHR FRNSHNG ARTCLS OF COTN,NT KNTD/CRCHTD",63,3098,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:05
630493,"OTHER FURNISHING ARTICLES OF SYNTHETIC    FIBRES,NOT KNITTED OR CROCHETED",63,3099,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:10
630499,"OTHER FURNISHING ARTICLES OF OTHER        TEXTILE MATERIALS,NOT KNITTED/CROCHETED",63,3100,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:15
630510,"SACKS AND BAGS FOR PACKING,MADE OF JUTE OR  OF OTHR TXTL BAST FBRES OF HDG NO.5303",63,3101,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:20
630520,SACKS AND BAGS OF COTTON,63,3102,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:25
630532,FLEXIBLE INTERMEDIATE BULK CONTAINERS OF  MAN MADE TEXTILE MATERIALS,63,3103,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:30
630533,"OTHER, OF POLYETHYLENE OR POLYPROPYLENE   STRIP OR THE LIKE",63,3104,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:35
630539,SACKS AND BAGS OF OTHER MAN-MADE TXTL MATRLS,63,3105,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:40
630590,SACKS AND BAGS OF OTHER TEXTILE MATERIALS,63,3106,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:45
630612,TARPAULINS ETC OF SYNTHETIC FIBRES,63,3107,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:50
630619,TARPAULINS ETC OF OTHER TXTL MATRLS,63,3108,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:18:55
630622,TENTS (INCLUDING TEMPORARY CANOPIES AND SIMILAR ARTICLES) OF SYNTHETIC FIBRES,63,3109,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:19:00
630629,TENTS OF OTHER TEXTILE MATERIALS,63,3110,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:19:05
630630,SAILS,63,3111,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:19:10
630640,PNEUMATIC MATTRESSES,63,3112,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:19:15
630690,OTHER OF HDG 6306,63,3113,Textiles & Textile Articles,Manufactured Goods,2023-01-01 13:19:20
